Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3703080.0,788947200000.0,Very Slow,22017.003799315004,13680.509944079899,0.4194825299,163.1787109375,62753692.0,38993336.0,4.8776,2458000.5,1.407011302712976,314.3739134134077,57.257469875395444,2.005763672747459,2458094.5896250494,264.8375332988031,0.5905513880204395,2005,1,1,Low,Medium,True
3723955.0,1055437920000.0,Slow,65210.3460948409,40519.1731054305,0.3662572712,140.86939849854,57298148.0,35603420.0,5.541,2458000.5,1.10777595443772,136.7172416568082,168.27353586282524,1.497352292852652,2457794.969431285,173.7411119891742,0.8453297875598617,1995,1,1,Low,,False
2446862.0,789552000000.0,Slow,27326.5601819679,16979.6617975122,0.050956015899999985,19.821889877299995,7622911.5,4736657.5,4.557,2458000.5,1.458823814474811,259.4759789450263,248.4150381128607,1.966856672082667,2458120.4675489054,231.40603613769383,0.6592294131004148,1995,5,8,Medium,,True
3092506.0,790156800000.0,Very Slow,40225.948191338,24994.8398636678,0.32039128988,124.6322113037,48491041.2,26522368.0,5.093,2458000.5,1.1710942165069733,57.17326613388248,238.06376244887537,1.527904212254787,2457902.3374338527,68.74100661777578,0.7002771964497434,1995,7,15,Low,Medium,False
3514799.0,790156800000.0,Very Slow,35426.9917941048,31175.62066806044,0.4078321707,158.6467132568,61010824.0,39457543.2,5.154,2458000.5,1.225614736618327,84.62930679460825,158.2635960713293,1.6016523809972245,2457814.455148689,186.20594042785132,0.8697659860956515,1998,8,15,,Low,True
3671135.0,990775440000.0,Slow,38911.83825064,24178.3030507935,0.3927847844,146.11433410646,59347652.0,36511628.0,4.724,2458000.5,1.323532179970776,178.9719507770034,171.39442256872752,2.069264572262516,2457939.095927344,354.2373683433312,0.7041763084403477,1995,1,15,Low,Low,False
2495323.0,1016506080000.0,Very Slow,38911.829716462,40253.20196535368,0.392783196,152.7926635742,60191305.599999994,36511480.0,4.724,2458000.5,1.323532161963902,178.9719525667907,198.1459598526758,1.8528404755028207,2458009.402591357,354.237396160877,0.6472951085146458,1995,1,15,Low,Low,False
2153315.0,790761600000.0,Fast,87918.7823817199,54629.3123082415,0.1291791611,50.2506942749,19324928.0,13180290.149999999,4.921,2458000.5,1.3876272557660065,112.5629844130883,288.3746511156045,1.794044543719008,2457991.727275792,186.7769322776995,0.7287233764241332,1995,1,22,Low,Low,False
2162463.0,790761600000.0,Medium,62545.6218132504,29544.4087063819,0.3582829267,131.15705718994,53598364.0,33435659.199999996,5.386,2458000.5,1.145550849266033,80.21113209162255,353.4223941040977,1.418397016947041,2458012.520461217,221.75109419551939,0.7528440943111602,1995,1,22,,Low,False
2306383.0,790761600000.0,Slow,46438.5949989635,28855.1369869948,0.1518057418,59.0524330139,22709816.0,14111226.0,6.1646,2458000.5,0.8761253667964827,225.15742218269637,134.06610469449402,1.2223686595806789,2457900.7702821824,175.81852380973933,1.201862242530755,1995,1,22,Low,Low,True
